MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS,registration_key,date_reg,type,colour,fuel,state
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-27,motokar,white,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-27,motokar,grey,hybrid_petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-27,motokar,black,petrol,Pahang
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-27,motokar,black,petrol,Pulau Pinang
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-27,motokar,blue,petrol,Selangor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-27,motokar,white,hybrid_petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-27,motokar,white,petrol,Johor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-27,motokar,grey,petrol,Selangor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-27,motokar,black,petrol,Johor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-27,motokar,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-27,motokar,blue,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-27,motokar,red,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-27,motokar,black,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,grey,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,white,petrol,Johor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,blue,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,black,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,white,petrol,Melaka
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,white,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,black,petrol,Sarawak
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,red,hybrid_petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,blue,petrol,Perak
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,grey,hybrid_petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,grey,petrol,Negeri Sembilan
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,blue,petrol,Negeri Sembilan
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,black,petrol,Pulau Pinang
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,blue,petrol,Johor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,blue,petrol,Pulau Pinang
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,red,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,white,petrol,Sabah
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,blue,petrol,Selangor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,white,petrol,Perak
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,black,petrol,Selangor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,white,hybrid_petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,white,petrol,Selangor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,grey,petrol,Selangor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,white,hybrid_petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,white,petrol,Sarawak
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,grey,petrol,Pulau Pinang
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-28,motokar,blue,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-29,motokar,blue,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-29,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-29,motokar,grey,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-29,motokar,black,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-29,motokar,red,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-29,motokar,white,hybrid_petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-03-30,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-03,motokar,red,petrol,Johor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-04,motokar,grey,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-04,motokar,black,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-07,motokar,black,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-07,motokar,white,petrol,Selangor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-08,motokar,white,petrol,Johor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-08,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-08,motokar,red,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-08,motokar,grey,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-08,motokar,blue,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-09,motokar,blue,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-09,motokar,red,petrol,Selangor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-09,motokar,grey,petrol,Johor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-09,motokar,black,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-09,motokar,blue,petrol,Johor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-09,motokar,grey,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-09,motokar,white,petrol,Perlis
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-09,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-10,motokar,red,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-10,motokar,red,petrol,Perlis
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-10,motokar,grey,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-10,motokar,black,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-10,motokar,white,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-10,motokar,grey,petrol,Johor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-10,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-10,motokar,white,petrol,Pahang
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-10,motokar,white,petrol,Pulau Pinang
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-10,motokar,blue,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-11,motokar,grey,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-11,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-11,motokar,black,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-11,motokar,white,petrol,Johor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-11,motokar,blue,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-11,motokar,white,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-11,motokar,white,petrol,Pulau Pinang
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-11,motokar,red,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-11,motokar,red,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-12,motokar,blue,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-12,motokar,grey,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-14,motokar,blue,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-14,motokar,blue,hybrid_petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-14,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-14,motokar,red,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-14,motokar,white,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-14,motokar,black,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-14,motokar,white,petrol,Selangor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-14,motokar,blue,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-14,motokar,grey,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-14,motokar,red,petrol,Selangor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-14,motokar,red,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-15,motokar,blue,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-15,motokar,grey,petrol,Pulau Pinang
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-15,motokar,grey,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-15,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-15,motokar,white,hybrid_petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-15,motokar,red,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-15,motokar,grey,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-15,motokar,white,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-15,motokar,white,petrol,Pulau Pinang
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-15,motokar,black,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-15,motokar,blue,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-16,motokar,red,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-16,motokar,blue,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-16,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-16,motokar,white,petrol,Johor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-16,motokar,grey,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-16,motokar,red,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-16,motokar,grey,hybrid_petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-16,motokar,white,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-16,motokar,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-17,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-17,motokar,blue,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-17,motokar,grey,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-17,motokar,black,petrol,Pahang
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-17,motokar,grey,petrol,Johor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-17,motokar,blue,petrol,Selangor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-17,motokar,blue,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-17,motokar,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-17,motokar,white,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-17,motokar,blue,petrol,Sabah
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-17,motokar,grey,petrol,Selangor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-17,motokar,black,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-18,motokar,blue,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-18,motokar,black,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-18,motokar,grey,hybrid_petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-18,motokar,red,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-18,motokar,grey,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-18,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-18,motokar,white,petrol,Selangor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-18,motokar,blue,petrol,Johor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-18,motokar,white,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-18,motokar,grey,petrol,Johor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-18,motokar,blue,petrol,W.P. Kuala Lumpur
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-18,motokar,white,hybrid_petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-18,motokar,blue,petrol,Pulau Pinang
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-19,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-19,motokar,grey,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-19,motokar,blue,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-19,motokar,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-20,motokar,red,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-21,motokar,blue,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-21,motokar,grey,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-21,motokar,black,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-21,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-21,motokar,grey,petrol,Sarawak
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-21,motokar,grey,petrol,Selangor
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-21,motokar,red,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-22,motokar,grey,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-22,window_van,blue,petrol,Sabah
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-22,motokar,white,petrol,Rakan Niaga
2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166.0,HONDA CIVIC,2025-04-22,motokar,white,petrol,Pulau Pinang
